"Date","Time","Media Type","Mention URL","Mention Content","Sentiment","Country"
"2022-04-16 00:00:00","13:15:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1515302927086366728#1321742193992912897_1496460837724295173","@Markerstudyins @BravoNetworks @HiltonBhamMet I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-16 00:00:00","13:15:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1515302843468689409#1321742193992912897_1498946269796048901","@Markerstudyins @BravoNetworks @HiltonBhamMet I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-16 00:00:00","13:14:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1515302719686336512#1321742193992912897_1478316592987521028","@Markerstudyins I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-16 00:00:00","13:14:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1515302545291452418#1321742193992912897_1514877187169656835","@SwintonGroup I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-16 00:00:00","13:13:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1515302475074572291#1321742193992912897_1513897766673694724","@SwintonGroup I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-16 00:00:00","10:02:00 +0100 BST","Twitter","http://twitter.com/GrumpyMonoped/status/1515254362540490764#1355099049372897281_1515251149133201408","@robert_steen @HastingsDirect I've always said, if insurance is legally required, then we should have to buy it straight from the Gov. (same as car tax and the like) and cut out the greedy private sector.","neutral","Not available"
"2022-04-16 00:00:00","09:23:00 +0100 BST","Twitter","http://twitter.com/GrumpyMonoped/status/1515244425555083269#1355099049372897281_1515243590347223042","@robert_steen @HastingsDirect I got hit a few years ago, she drove out of her driveway into the side of my car and then tried to get me to take 50% blame. It went to court, she was found 100% to blame, yet it still fucked my insurance for a few years...utter bullshit","negative","Not available"
"2022-04-16 00:00:00","09:19:00 +0100 BST","Twitter","http://twitter.com/robert_steen/status/1515243590347223042#396429227","Really @HastingsDirect Really. It’s supposed to go down every year not up ffs. I claim was made because someone hit me whilst I wasn’t in my car.","neutral","Not available"
"2022-04-16 00:00:00","08:02:00 +0100 BST","Twitter","http://twitter.com/LeanneBennett/status/1515224061504282624#14890684_1515223131975266308","Maybe my 777 followers could help me make some noise about crappy crappy @AgeasUK @AgeasGroup for their #DinosaurPractices of requiring a phone call for missed payment. I mean hey, it’s not like I overlooked my bill because I was facing major surgery & 2 weeks in ICU. Nope 😒 RT @LeanneBennett: I will be speaking to the — who is the insurance authority?? — now that I can speak. Still don’t have car insurance because I’ve only been out of hospital a week and haven’t had the energy (or an ebbing of rage) to deal with them. #AgeasCarInsurance #worstcarinsuranceever","negative","United Kingdom"
"2022-04-16 00:00:00","07:56:00 +0100 BST","Twitter","http://twitter.com/LeanneBennett/status/1515222555468181508#14890684_1515166439749001217","Hey @AgeasUK cancelled my car insurance while I was in hospital in ICU with trach & t-tube & couldn’t speak. I asked to pay online; they suggested a family member call on my behalf but ONLY IF IN THE SAME ROOM WITH ME. Well that shouldn’t be easy. Family -> Sussex, Me -> London. RT @Jinxie_G: Cox, what is this bullshit? I don't want to TALK to someone. Let me complete my fucking order ONLINE. I don't NEED to talk to you. If you're going to make me talk to you, I'll cancel the fucking order.","negative","United Kingdom"
"0000-12-31","23:58:45 -0001 LMT","Twitter","Deleted or protected mention","Deleted or protected mention","Deleted or protected mention","Not available"
"0000-12-31","23:58:45 -0001 LMT","Twitter","Deleted or protected mention","Deleted or protected mention","Deleted or protected mention","Not available"
"0000-12-31","23:58:45 -0001 LMT","Twitter","Deleted or protected mention","Deleted or protected mention","Deleted or protected mention","Not available"
"2022-04-15 00:00:00","10:06:00 +0100 BST","Twitter","http://twitter.com/JHolmes1971/status/1514892860067303429#378022334","@askesure I cannot state enough how appalled I am with esure! After months of poor communication, bad information & embarrassing service we now have an insulting, WELL below market value offer for our car which was written off by YOUR customer! #esure #Disgraceful #shameful","negative","United Kingdom"
"2022-04-15 00:00:00","06:21:00 +0100 BST","Twitter","http://twitter.com/laurape07944782/status/1514836404584566784#1437224598_1514780824910008322","@RoArquette Big ass business interruption insurance kicks in...Lloyds of London.....","neutral","Not available"
"2022-04-14 00:00:00","20:54:00 +0100 BST","Twitter","http://twitter.com/Nateonline89/status/1514693633953640449#1483085180780822533_1503767995671273473","@swintonbusiness Will be sure to check you out for my business insurance. 🔥 #SwintonBusinessBlueprint","positive","Not available"
"2022-04-14 00:00:00","18:00:00 +0100 BST","Twitter","http://twitter.com/ins_centre/status/1514649689269886977#3012080811","Is your Breakdown policy due for renewal soon? We can offer breakdown insurance with the RAC for £70.00 including home start, roadside recovery, misfuel and European use. Give us a ring on 01603 400755 #business #norwich #buylocal #shoplocal #insurance","positive","United Kingdom"
"2022-04-14 00:00:00","17:55:00 +0100 BST","Twitter","http://twitter.com/ReutersUK/status/1514648439937773568#17038090","Aviva, Lloyds join British FloodRe insurance scheme to build flood resilience https://www.reuters.com/business/finance/aviva-lloyds-join-british-floodre-insurance-scheme-build-flood-resilience-2022-04-14/?taid=625851e62d4cd200011ba8b3&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter","neutral","United Kingdom"
"2022-04-14 00:00:00","16:45:00 +0100 BST","Twitter","http://twitter.com/DottyDoolittle/status/1514630929632878597#1306467326242574337","Just want to say a HUGE thank you to the guys @AgeasUK for being FABULOUS at sorting out my car insurance claim. So patient, so kind. The reps talked me through absolutely everything, made it so simple. We’re always quick to ‘out’ poor service, but huge applause to this team 👏🏽👏🏽","negative","Not available"
"2022-04-14 00:00:00","14:30:00 +0100 BST","Twitter","http://twitter.com/INSOLEurope/status/1514596838522834948#773411634","Banco BPM is to acquire full ownership of its life insurance partnership with France's Covea, in a move that may lead the Italian bank to strengthen commercial ties with its new top investor Credit Agricole. https://www.reuters.com/business/italys-banco-bpm-makes-first-move-new-insurance-strategy-2022-04-12/?utm_source=Sailthru&utm_medium=newsletter&utm_campaign=reuters-business&utm_term=Business%20News%20-%202021%20-%20Master%20List","neutral","Not available"
"2022-04-14 00:00:00","12:19:00 +0100 BST","Twitter","http://twitter.com/nfum_skye/status/1514564113711734788#1065245927731019776","Just a reminder that our Business and offices in Portree & Stornoway are closed tomorrow 15.04.2022 and Monday 18.04.2022 all day. NFU Mutual's Customer Service Centre will be answering our calls between 9.30am and 8.30pm. We will be back open as normal on Tuesday 19.04.2022.","neutral","United Kingdom"
"2022-04-14 00:00:00","11:58:00 +0100 BST","Twitter","http://twitter.com/AinsleyAllister/status/1514558743543001096#392614987","@Markerstudyins Hi there Billy, me again!! Still awaiting response re motor claim 10/2/22!! Emailing Claims constantly but….??? Why haven’t I got a courtesy car as promised by #Halifax? Totally carless and had a gutsfull!","negative","Not available"
"2022-04-14 00:00:00","11:38:00 +0100 BST","Twitter","http://twitter.com/ReutersUK/status/1514553790241849346#17038090","Aviva, Lloyds join British FloodRe insurance scheme to build flood resilience https://www.reuters.com/business/finance/aviva-lloyds-join-british-floodre-insurance-scheme-build-flood-resilience-2022-04-14/?taid=6257f8d8d7fd760001877471&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter","neutral","United Kingdom"
"0000-12-31","23:58:45 -0001 LMT","Twitter","Deleted or protected mention","Deleted or protected mention","Deleted or protected mention","Not available"
"2022-04-14 00:00:00","08:58:00 +0100 BST","Twitter","http://twitter.com/chloe_jo/status/1514513369721712640#92618648_1514503341061062658","@AlBooth Last year I was quoted £10 less than the previous year on my car insurance with Sheila’s Wheels . They seemed surprised when I left after finding elsewhere that was £250 cheaper 🤷🏻‍♀️, asked if I was sure.","neutral","United Kingdom"
"2022-04-14 00:00:00","06:56:00 +0100 BST","Twitter","http://twitter.com/WMorel1970/status/1514482734038757378#3049665544_1514317497448685573","@askesure Hi, access to my car policy is not working. Login to the website is fine but not if i want view or download my documents. Is it an internal problem,? Thank you. Walter","negative","United Kingdom"
"2022-04-13 00:00:00","16:53:00 +0100 BST","Twitter","http://twitter.com/cambelt2001/status/1514270469532397571#21325549_1514191806061236226","@putey_pute My van insurance actually went down this year at renewal without having to search. Lloyds Bank policy.","neutral","United Kingdom"
"2022-04-13 00:00:00","12:32:00 +0100 BST","Twitter","http://twitter.com/MasterNothing/status/1514204912158191625#1528233871_1514203541107314697","@MyNameIsBees @AgeasUK They were the insurance company of the person who crashed into our car, not our insurers. But yes, terrible practice - they seemed to just be holding onto money they owed until I chased them for it.","negative","Not available"
"2022-04-13 00:00:00","12:25:00 +0100 BST","Twitter","http://twitter.com/MyNameIsBees/status/1514203189586927620#470079063","Honestly @AgeasUK are the worst car insurance I’ve ever had, strongly recommend going with anyone else.","neutral","United Kingdom"
"2022-04-13 00:00:00","11:40:00 +0100 BST","Twitter","http://twitter.com/putey_pute/status/1514191806061236226#782574412092542980","Car insurance is £210 cheaper than the renewal. It’s a shame because the service we got with esure was great! Was with them for four years.","neutral","United Kingdom"
"2022-04-13 00:00:00","10:29:00 +0100 BST","Twitter","http://twitter.com/hannahl1402/status/1514173863122321411#705140372733874176","@Sainsburys_Bank hi I’ve just tried to get a quote for car insurance for when I move house but it’s saying I can’t get approved? Just wondering what the reason for this is?","negative","Not available"
"2022-04-13 00:00:00","10:01:00 +0100 BST","Twitter","http://twitter.com/AgeasUK/status/1514166778905214977#1042492910","Supporting Air Ambulances UK - If you're an existing Ageas Car Insurance customer, recommend Ageas Car Insurance to your friends and family and if they take out a policy - we will donate £30 to Air Ambulances UK. Find out more. https://www.ageas.co.uk/about-ageas/air-ambulances-uk/","positive","Not available"
"2022-04-12 00:00:00","16:57:00 +0100 BST","Twitter","http://twitter.com/dawn15765/status/1513909160601133058#1303240192309026816","I heard the gullible, ignorant, climate change fuckers have planted themselves outside the Lloyds insurance building, apparently insurance companies shouldn’t be covering companies that use/produce fossil fuels. It’s none of their fucking business, they are not the boss of us","negative","United Kingdom"
"2022-04-12 00:00:00","16:41:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513905268601540618#1321742193992912897_1512422520300920834","@SwintonGroup Just wasted another 2 hours of my day there and I've got no further with anything. Didn't resolve courtesy car and didn't even get a chance to get any sort of update on my claim whatsoever.","negative","Not available"
"2022-04-12 00:00:00","16:40:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513904959615639560#1321742193992912897_1512422520300920834","@SwintonGroup Markerstudy hung up on me during a call there about courtesy car cover knowing I can't get back through to them because it would take me about hour and a half and they'll be gone by then. This is standard stuff for them. Extremely frustrating.","negative","Not available"
"2022-04-12 00:00:00","16:14:00 +0100 BST","Twitter","http://twitter.com/pjp4girls/status/1513898316735696899#776083483","Avoid Rac car insurance, aboutsoulty hopeless 20 days for a refund never again","neutral","Not available"
"2022-04-12 00:00:00","15:55:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513893568666087437#1321742193992912897_1512422520300920834","@SwintonGroup DO NOT USE Swinton for car insurance unless you make absolutely sure your underwriter is not MARKERSTUDY. This will effect your mental health and finances extremely negatively. 😪","negative","Not available"
"2022-04-12 00:00:00","15:53:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513893183087915008#1321742193992912897_1507378382887133185","@SwintonGroup I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-12 00:00:00","15:53:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513893144806440968#1321742193992912897_1507668801009209352","@FTBLforChange @SwintonGroup @Carra23 @SGerrardAcademy @Tom_Grennan @idonno07 @danielhughespr @Donna_Scully @wesstreeting @campbellclaret I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-12 00:00:00","15:53:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513893107447836679#1321742193992912897_1507457461594296336","@Carra23 @SwintonGroup @FTBLforChange @idonno07 @campbellclaret @Tom_Grennan I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-12 00:00:00","15:53:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513893033686802435#1321742193992912897_1503759185368031236","@SwintonGroup I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY is completely ignoring me. This amounts to theft. Paid money. Received nothing. My car is still broken and injury claim has gone nowhere.","negative","Not available"
"2022-04-12 00:00:00","15:50:00 +0100 BST","Twitter","http://twitter.com/we_years/status/1513892298593026062#1321742193992912897_1512422520300920834","@SwintonGroup Shame you can't help your customers. I paid this company £300 to cover my car for a year. I driver hit me 9 months ago and due the Swintons poor choice of underwriters MARKERSTUDY INSURANCE is completely ignoring me. This amounts to theft. Paid money. Received nothing.","negative","Not available"
"2022-04-12 00:00:00","13:32:00 +0100 BST","Twitter","http://twitter.com/TomParker81/status/1513857485265940489#84578714_1513856046552567808","@andrewellson @askesure I argued, saying I hadn’t been in an accident but had been a victim of crime but it didn’t matter as Admiral had logged it on the national database and refused to remove it. Even complained to the financial Ombudsman Service but had no joy","negative","United Kingdom"
"2022-04-12 00:00:00","13:26:00 +0100 BST","Twitter","http://twitter.com/TomParker81/status/1513856046552567808#84578714_1513846174926659591","@andrewellson @askesure My car was hit while parked near my house, no note left. Back light cluster smashed. Got a quote for £361 for repairs. Called my insurer to find out excess was £500 so didn’t/couldn’t make a claim. When I renewed the coat went up £60 a month (more than double). Madness","negative","United Kingdom"
"2022-04-12 00:00:00","13:25:00 +0100 BST","Twitter","http://twitter.com/ppbrannon/status/1513855731782590475#23300923_1513846174926659591","@andrewellson @askesure Last year, First Central car insurance tried to put up my car insurance by £450 despite no claims / changes etc. Called them said it was daft, couldn't they beat competitor quotes (many were hundreds LESS than I was already paying) and they said no, sorry. Inexplicable?","negative","United Kingdom"
"2022-04-12 00:00:00","13:17:00 +0100 BST","Twitter","http://twitter.com/ladyjaney75/status/1513853767162241024#843198019038298114_1513846174926659591","@andrewellson @askesure My motor insurance quote doubled for renewal. Needless to say I looked elsewhere, waved tatty bye to current provider and got better for less.","negative","Not available"
"2022-04-12 00:00:00","13:06:00 +0100 BST","Twitter","http://twitter.com/IamTommy2626/status/1513850925932236813#989204983219478530_1513831487447216131","Pure Marxism attacking any capitalist business under the pretence of climate change. Lloyds do insurance FFS! #MarxistScumoffourStreets #ExtictionRebellion RT @BBCNews: Extinction Rebellion activists hold protest at major insurance marketplace Lloyd's of London https://www.bbc.com/news/uk-england-london-61077277?xtor=AL-72-%5Bpartner%5D-%5Bbbc.news.twitter%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D&at_custom3=%40BBCNews&at_campaign=64&at_custom2=twitter&at_custom1=%5Bpost+type%5D&at_custom4=98885F0C-BA43-11EC-B1FE-D08E4744363C&at_medium=custom7","neutral","United Kingdom"
"2022-04-12 00:00:00","09:24:00 +0100 BST","Twitter","http://twitter.com/RobWhite_UK/status/1513795225722007554#397412281","Extinction Rebellion protesters block entrance to Lloyds of London headquarters - hope they have Business Interruption Insurance https://www.independent.co.uk/climate-change/news/extinction-rebellion-protest-london-lloyds-b2056141.html","neutral","United Kingdom"
"2022-04-12 00:00:00","08:58:00 +0100 BST","Twitter","http://twitter.com/PullichC/status/1513788627196723200#1012135202","Motor & Personal Lines Sales & Customer Service Advisor for the Boston Spa Agency :: NFU Mutual Agents. Please forward to any potential school leaver, graduate or any of your contacts wanting to get into insurance. Last chance to apply closing date 14/4. https://agencies.nfumutual.co.uk/jobs/Motor-Personal-Lines-Sales-Customer-Service-Advisor-for-the-Boston-Spa-Agency-ANEE00488","negative","United Kingdom"
"0000-12-31","23:58:45 -0001 LMT","Twitter","Deleted or protected mention","Deleted or protected mention","Deleted or protected mention","Not available"
"2022-04-11 00:00:00","22:29:00 +0100 BST","Twitter","http://twitter.com/maggs912/status/1513630463662952449#38425005","@Markerstudyins WE NEED OUR CAR BACK.WE NEED A PROPER CAR.SHOUTING SEEMS TO BE THE ONLY WAY FORWARD. WE WILL GO TO THE FINANCIAL SERVICES OMBUDSMAN IF WE DO NOT HEAR FROM YOU. DM MESSAGE US AND WE DO NOT WANT TO HEAR MUSIC FOR 2 HOURS AND THEN GET CUT OFF. WE WANT ACTION NOW.","negative","United Kingdom"
"2022-04-11 00:00:00","21:39:00 +0100 BST","Twitter","http://twitter.com/A44Andy/status/1513617750572294158#29703937",".@Markerstudyins My car has been in limbo for 4 weeks waiting for you to approve payment for it to be recovered to your registered repair shop. I cannot get through by phone. There is no web chat. When I filled in a form from a link your automated system sent me I got this error","negative","United Kingdom"
"2022-04-11 00:00:00","21:01:00 +0100 BST","Twitter","http://twitter.com/kwaddy27/status/1513608314348843009#1500925554639478786","@Markerstudyins need my insurance certificate asap so i can collect my new car on Wednesday, last time i was waiting weeks for it !","negative","Not available"
"2022-04-11 00:00:00","18:01:00 +0100 BST","Twitter","http://twitter.com/JaeErwin5/status/1513562792783192070#38499885","Thinking of taking out @HastingsDirect car insurance? Don't bother. When you actually need them, they fob you off. Youngest son's car got mashed by stuff flying off a trailer on the motorway last week. He's supposed to have a courtesy car - nope 1/","positive","United Kingdom"
"2022-04-11 00:00:00","17:38:00 +0100 BST","Twitter","http://twitter.com/tho23mas/status/1513557137674412032#760523967274901504","@LloydsBank - my wife was misled when she bought her car insurance through ‘lloyds bank’. Can you explain the following screenshots. They are the underwriter lloyds use.","neutral","Not available"
"2022-04-11 00:00:00","14:42:00 +0100 BST","Twitter","http://twitter.com/Myke2100/status/1513512808813584388#1483575003820007427_1512920783944929280","@sainsburys Do get sainsbury car insurance","negative","Not available"
"2022-04-11 00:00:00","14:41:00 +0100 BST","Twitter","http://twitter.com/Myke2100/status/1513512616932655107#1483575003820007427_1513456830369906691","@sainsburys @SainsburysMag @lilyobriens Sainsburys car insurance is a rip off and they can't be trust..!","negative","Not available"
"2022-04-11 00:00:00","14:35:00 +0100 BST","Twitter","http://twitter.com/Myke2100/status/1513511108329582598#1483575003820007427","@sainsburys Sainsbury car insurance doesn't deal with you once they get there money, even the insurance brokers that they used can't get a response or reply, and Sainsburys use the excuse of covid as to why people don't answer the calls, or drop the call after it was picked up","neutral","Not available"
"2022-04-11 00:00:00","14:28:00 +0100 BST","Twitter","http://twitter.com/Myke2100/status/1513509324630499331#1483575003820007427","@sainsburys The car insurance is a ripping people off","neutral","Not available"
"2022-04-11 00:00:00","14:26:00 +0100 BST","Twitter","http://twitter.com/Myke2100/status/1513508843023745026#1483575003820007427_1513456830369906691","@sainsburys @SainsburysMag @lilyobriens Sainsbury car insurance is ripping people off. I did a renewal and my payment went up, only for me to have a none fault accident and to find out they didn't even renew my policy properly, its been 2 weeks and I'm still awaiting repairs etc!","negative","Not available"
"2022-04-11 00:00:00","14:13:00 +0100 BST","Twitter","http://twitter.com/Myke2100/status/1513505405003079687#1483575003820007427","@sainsburys I have been waiting to hear back from sainsbury car insurance for over 10 days having a crashed car, and them not getting back to me or the other contactors involved after numerous emails have been sent","neutral","Not available"
"2022-04-11 00:00:00","12:27:00 +0100 BST","Twitter","http://twitter.com/Head64Head/status/1513478837329448961#2608289224","Anyone having trouble adding learner drivers to car insurance? Tried to add daughter to policy with @HastingsDirect . Currently 3 named drivers, no accidents, no convictions, quote for £7k refused by underwriters. Any advice?","neutral","Not available"
"2022-04-11 00:00:00","12:00:00 +0100 BST","Twitter","http://twitter.com/hmedicalfund/status/1513472134986797060#382006724_1513470114196242434","Huge thanks to @nfum_northhants for such a wonderful offer in support of the @hmedicalfund 💙 RT @nfum_northhants: When you purchase any new home or business policy through NFU Mutual North Hampshire we will donate 5% of your first annual premium to The @hmedicalfund #charity #donate #insurance #mondaymotivation","positive","United Kingdom"
"2022-04-11 00:00:00","11:52:00 +0100 BST","Twitter","http://twitter.com/nfum_northhants/status/1513470114196242434#2938362173","When you purchase any new home or business policy through NFU Mutual North Hampshire we will donate 5% of your first annual premium to The @hmedicalfund #charity #donate #insurance #mondaymotivation","neutral","United Kingdom"
"2022-04-11 00:00:00","08:45:00 +0100 BST","Twitter","http://twitter.com/guardian/status/1513423095402487815#87818409","RAC insurance left me for months without a car or a payout https://www.theguardian.com/money/2022/apr/11/rac-insurance-left-me-for-months-without-a-car-or-a-payout?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1649662473","neutral","United Kingdom"
"2022-04-11 00:00:00","08:06:00 +0100 BST","Twitter","http://twitter.com/iTechNewzz/status/1513413207762874368#1273044471337361413","RAC insurance left me for months without a car or a payout https://itechnews.co.uk/rac-insurance-left-me-for-months-without-a-car-or-a-payout/","neutral","United Kingdom"
"2022-04-11 00:00:00","08:06:00 +0100 BST","Twitter","http://twitter.com/NewsItech/status/1513413269410693122#1276309263405789185","RAC insurance left me for months without a car or a payout https://itechnews.co.uk/rac-insurance-left-me-for-months-without-a-car-or-a-payout/","neutral","Not available"
"2022-04-11 00:00:00","07:49:00 +0100 BST","Twitter","http://twitter.com/biztocnews/status/1513408770520588289#86720236","RAC insurance left me for months without a car or a payout #rac #accidentcan https://biztoc.com/p/cfxzb2se?ref=twb&rd=1","neutral","Not available"
"2022-04-11 00:00:00","07:33:00 +0100 BST","Twitter","http://twitter.com/Mohamed04680219/status/1513404801211514881#1187525866697482247","RAC insurance left me for months without a car or payment | Car insurance https://safitaclub.com/rac-insurance-left-me-for-months-without-a-car-or-payment-car-insurance/","neutral","Not available"
"2022-04-11 00:00:00","07:26:00 +0100 BST","Twitter","http://twitter.com/DS_Analytics/status/1513403163411423242#918112383628963841","AM Best Revises Outlooks to Stable for Guild Insurance Limited - Business Wire https://www.businesswire.com/news/home/20220408005348/en/AM-Best-Revises-Outlooks-to-Stable-for-Guild-Insurance-Limited #DataScience #MachineLearning #DeepLearning #Insurance #NLP #Robots #AI #IoT #BigData","neutral","Not available"
"2022-04-11 00:00:00","07:25:00 +0100 BST","Twitter","http://twitter.com/guardianmoney/status/1513402730210992138#20235950","RAC insurance left me for months without a car or a payout https://www.theguardian.com/money/2022/apr/11/rac-insurance-left-me-for-months-without-a-car-or-a-payout","neutral","United Kingdom"
"2022-04-10 00:00:00","20:34:00 +0100 BST","Twitter","http://twitter.com/Anonymirz/status/1513239137125605385#299125460","Car insurance sorted £205 for the year with breakdown cover. Screw eSure wanting to more than double my current insurance.","negative","United Kingdom"
"2022-04-10 00:00:00","18:38:00 +0100 BST","Twitter","http://twitter.com/lifeinapt6/status/1513209739840213005#957233892179800064","@GoSkippy want £1100 for my car insurance renewal","negative","United Kingdom"
